timestamp,app_name,activity_type,lat,long,bluetooth_connected,audio_connected,wifi_connected,brightness_level,is_weekday,is_charging,session_nr
2018-06-12 09:15:58,launcher instance,STILL,0.0,0.0,0,3,False,0.0145,1,0,0
2018-06-12 09:16:01,MyLebara,STILL,0.0,0.0,0,3,False,0.01485,1,0,0
2018-06-12 09:16:12,launcher instance,STILL,0.0,0.0,0,3,False,0.014375,1,0,0
2018-06-12 09:16:13,System UI,STILL,0.0,0.0,0,3,False,0.0139,1,0,0
2018-06-12 09:16:14,MyLebara,IN_VEHICLE,0.0,0.0,0,3,False,0.013575,1,0,0
2018-06-12 09:16:21,launcher instance,IN_VEHICLE,0.0,0.0,0,3,False,0.0161,1,0,0
2018-06-12 09:16:21,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.016025,1,0,0
2018-06-12 09:17:17,launcher instance,IN_VEHICLE,0.0,0.0,0,3,False,0.0157,1,0,0
2018-06-12 09:17:25,Samsung Music,IN_VEHICLE,0.0,0.0,0,3,False,0.009,1,0,0
2018-06-12 09:17:30,Samsung Music,IN_VEHICLE,0.0,0.0,0,3,False,0.008675,1,0,0
2018-06-12 09:17:32,Samsung Music,IN_VEHICLE,0.0,0.0,0,3,False,0.016375,1,0,0
2018-06-12 09:17:37,launcher instance,IN_VEHICLE,0.0,0.0,0,3,False,0.01605,1,0,0
2018-06-12 09:18:08,launcher instance,IN_VEHICLE,0.0,0.0,0,3,False,0.001325,1,0,0
2018-06-12 09:18:13,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.01315,1,0,0
2018-06-12 09:19:02,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:21:20,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:24:10,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:27:04,WhatsApp,IN_VEHICLE,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:27:12,WhatsApp,WALKING,0.0,0.0,0,3,False,0.110875,1,0,0
2018-06-12 09:27:19,WhatsApp,WALKING,0.0,0.0,0,3,False,0.104575,1,0,0
2018-06-12 09:28:59,WhatsApp,WALKING,0.0,0.0,0,3,False,0.09275,1,0,0
2018-06-12 09:29:19,WhatsApp,WALKING,0.0,0.0,0,3,False,0.0975,1,0,0
2018-06-12 09:32:37,WhatsApp,WALKING,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:32:44,WhatsApp,WALKING,0.0,0.0,0,3,False,0.0,1,0,0
2018-06-12 09:34:39,WhatsApp,WALKING,0.0,0.0,0,3,False,0.14895,1,0,0
2018-06-12 09:38:37,Samsung Music,WALKING,0.0,0.0,0,3,False,0.0046,1,0,0
2018-06-12 09:38:40,Samsung Music,WALKING,0.0,0.0,0,3,False,0.0049,1,0,0
2018-06-12 09:38:44,WhatsApp,WALKING,0.0,0.0,0,3,False,0.009025,1,0,0
2018-06-12 09:38:50,launcher instance,WALKING,0.0,0.0,0,3,False,0.0081,1,0,0
2018-06-12 09:40:40,Samsung Music,STILL,0.0,0.0,0,3,True,0.009275,1,0,0
2018-06-12 09:40:52,Samsung Health,STILL,0.0,0.0,0,3,True,0.0092,1,0,0
2018-06-12 09:40:58,Samsung Music,STILL,0.0,0.0,0,3,True,0.008425,1,0,0
2018-06-12 09:42:05,Samsung Music,STILL,0.0,0.0,0,3,True,0.0092,1,0,0
2018-06-12 09:42:30,Samsung Music,STILL,0.0,0.0,0,3,True,0.0094,1,0,0
2018-06-12 10:05:58,Samsung Music,STILL,0.0,0.0,0,1,True,0.004275,1,0,1
2018-06-12 10:06:00,WhatsApp,STILL,0.0,0.0,0,1,True,0.00475,1,0,1
2018-06-12 10:06:54,WhatsApp,STILL,0.0,0.0,0,1,True,0.0059,1,0,1
2018-06-12 10:07:06,launcher instance,STILL,0.0,0.0,0,1,True,0.003775,1,0,1
2018-06-12 10:07:12,Chrome,STILL,0.0,0.0,0,1,True,0.003325,1,0,1
2018-06-12 10:08:47,WhatsApp,STILL,0.0,0.0,0,1,True,0.0065,1,0,1
2018-06-12 10:24:22,Chrome,STILL,0.0,0.0,0,1,True,0.004275,1,0,1
2018-06-12 10:27:54,Contacts,STILL,0.0,0.0,0,1,True,0.004825,1,0,1
2018-06-12 10:28:55,Contacts,STILL,0.0,0.0,0,1,True,0.004575,1,0,1
2018-06-12 10:29:51,Contacts,STILL,0.0,0.0,0,1,True,0.005975,1,0,1
2018-06-12 10:32:59,Contacts,STILL,0.0,0.0,0,1,True,0.006725,1,0,1
2018-06-12 10:33:36,Contacts,STILL,0.0,0.0,0,1,True,0.00525,1,0,1
2018-06-12 10:33:44,Phone,STILL,0.0,0.0,0,1,True,0.005675,1,0,1
2018-06-12 10:34:39,Contacts,STILL,0.0,0.0,0,1,True,0.007025,1,0,1
2018-06-12 10:41:17,Contacts,STILL,0.0,0.0,0,1,True,0.007275,1,0,1
2018-06-12 10:48:21,Contacts,STILL,0.0,0.0,0,1,True,0.005025,1,0,1
2018-06-12 10:51:38,Contacts,STILL,0.0,0.0,0,1,True,0.0074,1,0,1
2018-06-12 10:54:47,Contacts,STILL,0.0,0.0,0,1,True,0.0073,1,0,1
2018-06-12 10:58:18,Contacts,STILL,0.0,0.0,0,1,True,0.00545,1,0,1
2018-06-12 10:58:22,WhatsApp,STILL,0.0,0.0,0,1,True,0.0053,1,0,1
2018-06-12 10:59:11,WhatsApp,STILL,0.0,0.0,0,1,True,0.0056,1,0,1
2018-06-12 11:01:50,WhatsApp,STILL,0.0,0.0,0,1,True,0.006025,1,0,1
2018-06-12 11:02:21,WhatsApp,STILL,0.0,0.0,0,1,True,0.0053,1,0,1
2018-06-12 11:05:00,WhatsApp,STILL,0.0,0.0,0,1,True,0.003775,1,0,1
2018-06-12 11:11:39,WhatsApp,STILL,0.0,0.0,0,1,True,0.004075,1,0,1
2018-06-12 11:11:47,hike,STILL,0.0,0.0,0,1,True,0.004425,1,0,1
2018-06-12 11:21:20,hike,STILL,0.0,0.0,0,1,True,0.00615,1,0,1
2018-06-12 11:21:29,Camera,STILL,0.0,0.0,0,1,True,0.0051,1,0,1
2018-06-12 11:21:43,WhatsApp,STILL,0.0,0.0,0,1,True,0.0058,1,0,1
2018-06-12 11:21:53,Camera,STILL,0.0,0.0,0,1,True,0.00525,1,0,1
2018-06-12 11:22:05,launcher instance,STILL,0.0,0.0,0,1,True,0.005525,1,0,1
2018-06-12 11:22:07,WhatsApp,STILL,0.0,0.0,0,1,True,0.005275,1,0,1
2018-06-12 11:28:03,Camera,STILL,0.0,0.0,0,1,True,0.0074,1,0,1
2018-06-12 11:28:13,WhatsApp,STILL,0.0,0.0,0,1,True,0.0061,1,0,1
2018-06-12 11:32:29,WhatsApp,STILL,0.0,0.0,0,1,True,0.006625,1,0,1
2018-06-12 11:43:14,WhatsApp,STILL,0.0,0.0,0,1,True,0.001625,1,0,1
2018-06-12 12:03:36,WhatsApp,STILL,0.0,0.0,0,1,True,0.00515,1,0,1
2018-06-12 12:03:58,Jabong,STILL,0.0,0.0,0,1,True,0.012475,1,0,1
2018-06-12 12:04:12,launcher instance,STILL,0.0,0.0,0,1,True,0.01075,1,0,1
2018-06-12 12:04:14,Flipkart,STILL,0.0,0.0,0,1,True,0.01185,1,0,1
2018-06-12 12:04:30,Google Play services,STILL,0.0,0.0,0,1,True,0.012375,1,0,1
2018-06-12 12:04:32,Flipkart,STILL,0.0,0.0,0,1,True,0.0091,1,0,1
2018-06-12 12:07:04,Flipkart,STILL,0.0,0.0,0,1,True,0.002975,1,0,1
2018-06-12 12:08:19,Flipkart,STILL,0.0,0.0,0,1,True,0.000275,1,0,1
2018-06-12 12:08:23,Google News,STILL,0.0,0.0,0,1,True,0.000675,1,0,1
2018-06-12 12:10:10,Google News,STILL,0.0,0.0,0,1,True,0.007125,1,0,1
2018-06-12 12:10:14,Contacts,STILL,0.0,0.0,0,1,True,0.007925,1,0,1
2018-06-12 12:10:21,Phone,STILL,0.0,0.0,0,1,True,0.007225,1,0,1
2018-06-12 12:10:22,WhatsApp,STILL,0.0,0.0,0,1,True,0.0083,1,0,1
2018-06-12 12:11:48,WhatsApp,WALKING,0.0,0.0,0,1,True,0.002225,1,0,1
2018-06-12 12:12:32,WhatsApp,WALKING,0.0,0.0,0,1,True,0.0026,1,0,1
2018-06-12 12:17:59,WhatsApp,STILL,0.0,0.0,0,1,True,0.00245,1,0,1
2018-06-12 12:21:29,WhatsApp,STILL,0.0,0.0,0,1,True,0.002225,1,0,1
2018-06-12 12:22:02,WhatsApp,STILL,0.0,0.0,0,1,True,0.0022,1,0,1
2018-06-12 12:23:10,WhatsApp,STILL,0.0,0.0,0,1,True,0.001725,1,0,1
2018-06-12 12:23:53,WhatsApp,WALKING,0.0,0.0,0,1,True,0.0002,1,0,1
2018-06-12 12:30:24,WhatsApp,WALKING,0.0,0.0,0,1,True,0.00815,1,0,1
2018-06-12 12:30:26,Contacts,WALKING,0.0,0.0,0,1,True,0.006825,1,0,1
2018-06-12 12:30:30,Phone,WALKING,0.0,0.0,0,1,True,0.004225,1,0,1
2018-06-12 12:31:24,Messages,STILL,0.0,0.0,0,1,True,0.005575,1,0,1
2018-06-12 12:34:57,Messages,STILL,0.0,0.0,0,1,True,0.0025,1,0,1
2018-06-12 12:34:59,WhatsApp,STILL,0.0,0.0,0,1,True,0.0038,1,0,1
2018-06-12 12:37:06,WhatsApp,STILL,0.0,0.0,0,1,True,0.0129,1,0,1
2018-06-12 12:40:05,launcher instance,WALKING,0.0,0.0,0,3,False,0.311025,1,0,1
2018-06-12 12:40:09,WhatsApp,WALKING,0.0,0.0,0,3,False,0.2987,1,0,1
2018-06-12 12:42:01,WhatsApp,WALKING,0.0,0.0,0,3,False,0.35985,1,0,1
2018-06-12 12:42:59,WhatsApp,WALKING,0.0,0.0,0,3,False,0.157825,1,0,1
2018-06-12 12:43:21,Samsung Internet,WALKING,0.0,0.0,0,3,False,0.2843,1,0,1
2018-06-12 12:43:23,WhatsApp,WALKING,0.0,0.0,0,3,False,0.254525,1,0,1
2018-06-12 12:46:52,WhatsApp,WALKING,0.0,0.0,0,3,False,0.376,1,0,1
2018-06-12 12:47:04,launcher instance,WALKING,0.0,0.0,0,3,False,0.3169,1,0,1
2018-06-12 12:47:06,Contacts,WALKING,0.0,0.0,0,3,False,0.274525,1,0,1
2018-06-12 12:47:08,Phone,WALKING,0.0,0.0,0,3,False,0.320875,1,0,1
2018-06-12 12:47:50,System UI,WALKING,0.0,0.0,0,3,False,0.321925,1,0,1
2018-06-12 12:47:58,launcher instance,WALKING,0.0,0.0,0,3,False,0.324075,1,0,1
2018-06-12 12:48:02,Maps,WALKING,52.326263299999994,4.9473535,0,3,False,0.280475,1,0,1
2018-06-12 12:49:42,WhatsApp,WALKING,52.326263299999994,4.9473535,0,3,False,0.258325,1,0,1
2018-06-12 12:50:08,Maps,WALKING,52.326263299999994,4.9473535,0,3,False,0.2752,1,0,1
2018-06-12 12:50:30,WhatsApp,WALKING,52.326263299999994,4.9473535,0,3,False,0.1789,1,0,1
2018-06-12 12:50:44,System UI,WALKING,52.326263299999994,4.9473535,0,3,False,0.1708,1,0,1
2018-06-12 12:50:46,Maps,WALKING,52.326263299999994,4.9473535,0,3,False,0.32235,1,0,1
2018-06-12 12:51:17,launcher instance,WALKING,52.326263299999994,4.9473535,0,3,False,0.353075,1,0,1
2018-06-12 12:51:51,launcher instance,WALKING,52.326263299999994,4.9473535,0,3,False,0.20675,1,0,1
2018-06-12 12:52:37,launcher instance,WALKING,52.326263299999994,4.9473535,0,1,False,0.000525,1,0,1
2018-06-12 12:52:39,Contacts,WALKING,52.326263299999994,4.9473535,0,1,False,0.00025,1,0,1
2018-06-12 12:52:41,Phone,WALKING,52.326263299999994,4.9473535,0,1,False,0.000425,1,0,1
2018-06-12 12:53:50,WhatsApp,WALKING,52.326263299999994,4.9473535,0,1,False,0.10325,1,0,1
2018-06-12 12:53:59,Instagram,WALKING,52.326263299999994,4.9473535,0,1,False,0.112825,1,0,1
2018-06-12 12:54:10,WhatsApp,WALKING,52.326263299999994,4.9473535,0,1,False,0.110375,1,0,1
2018-06-12 12:54:14,Maps,WALKING,52.326263299999994,4.9473535,0,1,False,0.13825,1,0,1
2018-06-12 12:54:17,Google Play services,WALKING,52.326263299999994,4.9473535,0,1,False,0.131725,1,0,1
2018-06-12 12:54:18,Maps,WALKING,52.326263299999994,4.9473535,0,1,False,0.16795,1,0,1
2018-06-12 12:55:45,WhatsApp,WALKING,52.325564299999996,4.94552,0,1,False,0.232225,1,0,1
2018-06-12 12:55:47,Instagram,WALKING,52.325564299999996,4.94552,0,1,False,0.23015,1,0,1
2018-06-12 12:55:49,launcher instance,WALKING,52.325564299999996,4.94552,0,1,False,0.0206,1,0,1
2018-06-12 12:55:55,WhatsApp,WALKING,52.325564299999996,4.94552,0,1,False,0.079525,1,0,1
2018-06-12 13:11:22,WhatsApp,WALKING,52.325564299999996,4.94552,0,1,True,0.4483,1,0,1
