1529275914289,Clock,3,52.373467185442784,4.83535200892232,0,1,true,2.0,1,0
1529275922353,Twitter,3,52.373467185442784,4.83535200892232,0,1,true,2.0,1,0
1529276088126,Twitter,3,52.373467185442784,4.83535200892232,0,1,true,47.0,1,0
1529276100200,Twitter,3,52.373467185442784,4.83535200892232,0,1,true,4.0,1,0
1529276126246,Samsung Experience Home,3,52.373269800695596,4.836038095061748,0,1,true,3.0,1,0
1529276128391,Instagram,3,52.373269800695596,4.836038095061748,0,1,true,4.0,1,0
1529276142317,System UI,3,52.373269800695596,4.836038095061748,0,1,true,3.0,1,0
1529276144266,Chrome,3,52.373269800695596,4.836038095061748,0,1,true,2.0,1,0
1529276169518,Chrome,3,52.373269800695596,4.836038095061748,0,3,true,2.0,1,0
1529276180616,Chrome,3,52.373269800695596,4.836038095061748,0,3,true,4.0,1,0
1529276481049,Samsung Experience Home,3,52.37274993550943,4.836464756066387,0,3,true,3.0,1,0
1529276483059,WhatsApp,3,52.37274993550943,4.836464756066387,0,3,true,2.0,1,0
1529276671340,Samsung Experience Home,3,52.37274993550943,4.836464756066387,0,3,true,3.0,1,0
1529276673340,WhatsApp,3,52.37274993550943,4.836464756066387,0,3,true,5.0,1,0
1529276729746,Samsung Experience Home,3,52.37274993550943,4.836464756066387,0,1,true,4.0,1,0
1529276743897,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,3.0,1,0
1529276763973,Samsung Experience Home,3,52.37274993550943,4.836464756066387,0,1,true,13.0,1,0
1529298400380,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,0.0,1,0
1529299257897,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,0.0,1,0
1529299467168,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,0.0,1,0
1529299607103,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,84.0,1,0
1529299611114,Camera,3,52.37274993550943,4.836464756066387,0,1,true,3.0,1,0
1529299619120,Samsung Experience Home,3,52.37274993550943,4.836464756066387,0,1,true,116.0,1,0
1529299623121,WhatsApp,3,52.37274993550943,4.836464756066387,0,1,true,77.0,1,0
